SUBSCRIBER_ID,TARIFF_PLAN_ID_FROM,TARIFF_PLAN_ID_TO,CHANGE_MONTH
2269,3,5,2017-01
2270,3,5,2017-02
2271,3,5,2017-03
2271,5,3,2017-05
2272,3,5,2017-02
2273,4,5,2017-03
2274,3,5,2017-01
2275,3,5,2017-05
2276,3,5,2017-04
2277,3,5,2017-02
2278,3,5,2017-01
2279,1,5,2017-02
2280,3,5,2017-03
2281,1,5,2017-06
2282,3,5,2017-03
2283,3,5,2017-04
2284,1,4,2017-01
2285,3,5,2017-01
2286,1,5,2017-06
2287,1,5,2017-02
2288,1,5,2017-05
2289,1,5,2017-04
2290,3,5,2017-04
2291,3,5,2017-03
2292,4,5,2017-02
2293,3,5,2017-06
2294,3,5,2017-04
2295,2,4,2017-01
2296,3,5,2017-02
2297,1,5,2017-02
2298,2,5,2017-03
2299,3,5,2017-03
2300,1,5,2017-02
2301,3,5,2017-04
2302,3,5,2017-06
2303,3,5,2017-01
2304,3,1,2017-05
2305,1,5,2017-04
2306,3,5,2017-05
2307,1,5,2017-01
2308,1,5,2017-06
2309,3,4,2017-03
2310,3,5,2017-01
2311,3,5,2017-02
2312,1,5,2017-05
2313,1,5,2017-01
2314,3,5,2017-06
2315,3,4,2017-02
2315,4,5,2017-04
2316,3,5,2017-02
2316,5,3,2017-03
2317,1,5,2017-03
2318,4,5,2017-06
2319,4,5,2017-03
2319,4,5,2017-03
2319,4,5,2017-03
2319,4,5,2017-03
2319,5,4,2017-04
2319,5,4,2017-04
2319,5,4,2017-04
2319,5,4,2017-04
2320,3,4,2017-02
2321,1,5,2017-05
2322,3,5,2017-05
2323,1,5,2017-01
2324,1,4,2017-04
2325,1,5,2017-06
2326,3,5,2017-05
2327,3,5,2017-04
2328,3,5,2017-04
2329,1,5,2017-02
2330,3,5,2017-01
2331,3,5,2017-05
2332,1,5,2017-01
2333,3,5,2017-04
2334,1,5,2017-06
2335,3,5,2017-03
2336,3,5,2017-04
2337,3,5,2017-03
2338,2,3,2017-04
2339,1,5,2017-06
2340,3,5,2017-01
2341,3,5,2017-05
2342,3,5,2017-05
2343,2,5,2017-03
2344,3,5,2017-03
2345,3,5,2017-03
2346,3,5,2017-03
2347,1,4,2017-02
2348,5,1,2017-04
2349,1,5,2017-06
2350,2,5,2017-01
2351,1,5,2017-05
2352,3,5,2017-02
2353,3,5,2017-02
2354,2,5,2017-02
2354,5,1,2017-02
2354,1,5,2017-03
2355,3,5,2017-06
2356,1,5,2017-06
2357,3,2,2017-06
2358,3,4,2017-02
2359,3,5,2017-06
2360,3,5,2017-01
2361,1,5,2017-06
2362,1,5,2017-05
2363,1,5,2017-03
2364,1,5,2017-01
2365,3,5,2017-05
2366,1,5,2017-05
2367,3,5,2017-06
2368,3,5,2017-04
2369,3,5,2017-05
2370,3,5,2017-04
2371,3,5,2017-06
2372,3,5,2017-02
2373,3,5,2017-06
2374,3,5,2017-06
2375,3,5,2017-06
2376,3,4,2017-01
2377,1,5,2017-05
2378,1,5,2017-01
2379,3,5,2017-02
2380,3,5,2017-05
2381,1,5,2017-01
2382,3,5,2017-05
2383,5,3,2017-02
2384,3,4,2017-01
2385,3,4,2017-04
2386,3,5,2017-01
2387,3,5,2017-05
2388,3,5,2017-02
2389,1,4,2017-01
2389,4,5,2017-05
2390,3,5,2017-04
2391,3,4,2017-01
2392,2,4,2017-02
2393,3,5,2017-06
2394,1,5,2017-06
2395,1,5,2017-03
2396,3,5,2017-04
2397,1,5,2017-04
2398,1,5,2017-02
2399,3,5,2017-04
2400,1,5,2017-06
2401,3,5,2017-05
2402,1,5,2017-01
2403,1,5,2017-06
2404,1,4,2017-01
2404,4,2,2017-03
2405,3,5,2017-02
2406,1,5,2017-02
2407,2,5,2017-05
2408,3,5,2017-04
2409,1,3,2017-01
2410,3,5,2017-04
2411,2,5,2017-06
2412,3,5,2017-06
2413,1,5,2017-02
2414,1,5,2017-02
2415,2,5,2017-06
2416,3,5,2017-04
2417,1,5,2017-02
2418,1,5,2017-06
2419,3,5,2017-06
2420,3,5,2017-03
2420,5,4,2017-03
2420,4,5,2017-06
2421,2,5,2017-03
2421,5,2,2017-03
2422,2,4,2017-02
2423,3,5,2017-03
2424,1,5,2017-05
2425,3,5,2017-06
2426,3,5,2017-03
2427,1,5,2017-06
2428,1,5,2017-03
2428,5,1,2017-04
2429,5,3,2017-04
2430,3,5,2017-04
2431,3,5,2017-04
2432,3,5,2017-04
2433,3,4,2017-01
2434,3,5,2017-01
2435,1,5,2017-04
2436,1,5,2017-05
2437,1,5,2017-02
2438,1,5,2017-01
2439,3,5,2017-05
2440,3,5,2017-03
2441,1,5,2017-04
2442,1,5,2017-05
2443,1,5,2017-02
2444,2,5,2017-05
2445,3,5,2017-01
2446,3,4,2017-03
2447,3,5,2017-03
2448,1,4,2017-02
2448,4,1,2017-05
2449,3,5,2017-01
2450,3,5,2017-06
2451,1,5,2017-04
2452,2,5,2017-03
2453,3,5,2017-01
2454,3,5,2017-01
2455,1,5,2017-02
2456,2,5,2017-05
2457,1,5,2017-04
2458,1,5,2017-04
2459,3,5,2017-06
2460,1,5,2017-05
2461,2,5,2017-05
2462,2,5,2017-02
2463,3,5,2017-05
2463,5,3,2017-05
2464,3,5,2017-01
2465,1,3,2017-01
2466,3,5,2017-01
2467,3,5,2017-03
2468,3,5,2017-05
2469,3,5,2017-06
2470,1,5,2017-06
2471,3,5,2017-04
2472,2,5,2017-05
2473,3,5,2017-01
2474,3,5,2017-04
2475,3,5,2017-05
2476,3,5,2017-01
2477,1,5,2017-06
2478,3,2,2017-02
2479,3,4,2017-02
2480,1,5,2017-02
2481,1,5,2017-05
2482,3,5,2017-04
2483,3,5,2017-05
2484,1,5,2017-06
2485,3,5,2017-05
2486,3,5,2017-01
2487,2,4,2017-03
2488,3,5,2017-01
2489,1,5,2017-05
2490,4,3,2017-05
2491,1,5,2017-02
2492,3,5,2017-06
2493,1,4,2017-02
2494,1,5,2017-06
2495,1,5,2017-02
2496,3,5,2017-06
2497,1,5,2017-03
2498,1,5,2017-04
2499,3,5,2017-02
2500,1,5,2017-04
2501,3,5,2017-05
2502,3,5,2017-04
2503,1,5,2017-06
2504,3,5,2017-03
2505,3,5,2017-04
2506,3,5,2017-05
2507,3,5,2017-06
2508,3,5,2017-02
2509,1,5,2017-05
2510,3,5,2017-05
2511,3,5,2017-04
2512,1,5,2017-02
2513,1,5,2017-04
2514,1,5,2017-06
2515,3,5,2017-05
2516,1,5,2017-06
2517,3,5,2017-06
2518,3,5,2017-02
2519,1,5,2017-01
2520,3,5,2017-02
2520,5,3,2017-03
2521,2,5,2017-05
2522,5,4,2017-03
2523,1,5,2017-02
2524,3,4,2017-01
2525,3,5,2017-01
2525,5,3,2017-02
2526,2,4,2017-04
2527,3,4,2017-01
2528,3,5,2017-03
2529,3,4,2017-02
2530,1,4,2017-03
2531,3,5,2017-05
2532,4,5,2017-02
2533,1,5,2017-04
2534,3,4,2017-03
2535,1,5,2017-01
2536,3,4,2017-01
2537,3,5,2017-01
2538,3,5,2017-02
2539,3,5,2017-01
2540,3,5,2017-04
2541,1,3,2017-01
2542,3,4,2017-02
2543,1,5,2017-03
2544,3,5,2017-05
2545,3,5,2017-05
2546,1,5,2017-02
2547,1,5,2017-06
2548,1,5,2017-06
2549,5,3,2017-01
2549,3,5,2017-02
2550,1,4,2017-05
2551,1,5,2017-03
2551,5,1,2017-04
2552,3,4,2017-05
2553,1,3,2017-02
2554,3,5,2017-02
2555,3,5,2017-02
2556,1,4,2017-02
2557,3,5,2017-02
2558,4,5,2017-05
2559,3,5,2017-05
2560,1,5,2017-04
2561,1,4,2017-01
2562,2,3,2017-06
2563,3,5,2017-06
2564,3,5,2017-03
2565,1,5,2017-01
2566,4,5,2017-06
2567,3,5,2017-02
2568,1,5,2017-04
2569,3,5,2017-04
2570,1,5,2017-03
2571,1,5,2017-02
2572,1,5,2017-06
2573,1,5,2017-04
2574,2,5,2017-05
2575,2,5,2017-01
2576,1,5,2017-03
2577,1,5,2017-02
2578,3,5,2017-06
2579,1,5,2017-02
2580,1,5,2017-06
2581,3,5,2017-05
2582,1,5,2017-06
2583,2,5,2017-04
2584,3,5,2017-06
2585,4,5,2017-06
2586,2,5,2017-02
2587,1,4,2017-03
2588,3,5,2017-05
2589,1,5,2017-02
2590,3,5,2017-04
2591,1,5,2017-03
2592,3,5,2017-06
2593,3,5,2017-06
2594,1,5,2017-04
2595,2,4,2017-03
2596,1,5,2017-02
2597,1,5,2017-06
2598,3,5,2017-05
2599,1,5,2017-04
2600,1,5,2017-06
2601,3,5,2017-04
2602,1,5,2017-04
2603,3,4,2017-02
2604,3,5,2017-04
2605,3,5,2017-05
2606,2,5,2017-06
2607,4,5,2017-04
2608,1,5,2017-02
2609,3,5,2017-01
2610,2,5,2017-05
2611,1,5,2017-03
2612,2,5,2017-01
2613,1,5,2017-06
2614,3,5,2017-04
2615,1,5,2017-03
2616,3,4,2017-03
2617,3,5,2017-04
2618,4,5,2017-04
2619,1,5,2017-04
2620,1,5,2017-05
2621,3,5,2017-05
2622,2,5,2017-05
2623,3,4,2017-01
2624,2,5,2017-03
2625,1,5,2017-03
2626,3,5,2017-06
2627,1,5,2017-06
2628,3,5,2017-03
2629,1,4,2017-01
2630,1,4,2017-03
2631,3,4,2017-02
2631,4,5,2017-03
2632,1,4,2017-01
2632,4,5,2017-03
2632,5,1,2017-04
2633,3,5,2017-05
2634,1,5,2017-06
2635,3,5,2017-06
2636,2,5,2017-03
2637,1,5,2017-05
2638,3,5,2017-02
2639,3,5,2017-06
2640,3,5,2017-05
2641,4,1,2017-02
2642,3,5,2017-06
2643,3,4,2017-02
2644,1,4,2017-03
2645,3,5,2017-02
2646,3,5,2017-04
2647,1,5,2017-05
2648,1,5,2017-01
2649,1,5,2017-04
2650,1,5,2017-02
2650,5,1,2017-04
2651,3,5,2017-04
2652,3,5,2017-05
2653,1,5,2017-02
2654,3,5,2017-01
2655,2,5,2017-06
2656,3,5,2017-06
2657,3,5,2017-04
2658,3,5,2017-04
2659,1,5,2017-03
2660,1,5,2017-01
2661,3,5,2017-02
2662,3,5,2017-04
2663,3,5,2017-05
2664,3,5,2017-04
2665,1,5,2017-04
2666,3,5,2017-05
2667,3,5,2017-05
2668,1,5,2017-05
2669,1,5,2017-04
2669,5,1,2017-04
2670,3,1,2017-02
2670,1,5,2017-05
2671,3,5,2017-06
2672,3,5,2017-01
2673,3,4,2017-02
2674,3,5,2017-01
2675,1,5,2017-01
2676,1,5,2017-02
2677,3,5,2017-01
2678,3,4,2017-04
2679,1,5,2017-02
2679,5,3,2017-05
2680,3,5,2017-01
2681,3,5,2017-02
2682,3,5,2017-05
2683,3,4,2017-01
2684,1,5,2017-01
2684,5,1,2017-01
2684,1,5,2017-03
2685,1,5,2017-01
2686,1,5,2017-05
2687,1,4,2017-03
2688,3,4,2017-01
2689,1,3,2017-01
2689,3,5,2017-01
2690,3,5,2017-01
2691,3,5,2017-04
2692,1,5,2017-06
2693,1,5,2017-03
2694,2,5,2017-04
2695,3,5,2017-04
2696,4,5,2017-06
2697,1,5,2017-06
2698,3,5,2017-03
2699,1,5,2017-03
2700,2,5,2017-03
2701,3,5,2017-02
2702,1,5,2017-03
2703,3,5,2017-06
2704,3,5,2017-06
2705,1,5,2017-03
2706,1,5,2017-05
2707,1,5,2017-01
2708,2,5,2017-02
2709,1,5,2017-03
2710,1,3,2017-01
2711,3,5,2017-03
2712,3,4,2017-02
2713,2,4,2017-04
2714,1,5,2017-03
2715,3,5,2017-06
2716,3,5,2017-04
2717,3,5,2017-02
2718,2,5,2017-01
2719,2,5,2017-05
2720,3,5,2017-02
2721,2,5,2017-02
2722,3,5,2017-04
2723,4,5,2017-05
2724,2,5,2017-02
2726,1,5,2017-01
2727,1,5,2017-02
2728,1,5,2017-06
2729,1,3,2017-04
2730,1,5,2017-05
2731,1,5,2017-05
2732,2,5,2017-03
2733,1,4,2017-02
2734,1,4,2017-03
2735,3,5,2017-06
2736,3,5,2017-02
2737,3,5,2017-01
2738,1,5,2017-04
2739,2,4,2017-01
2740,1,5,2017-04
2741,1,5,2017-01
2742,2,5,2017-04
2743,1,5,2017-01
2744,2,5,2017-06
2745,1,5,2017-04
2746,2,5,2017-03
2747,3,5,2017-01
2748,1,5,2017-02
2749,3,5,2017-05
2750,3,4,2017-03
2751,3,4,2017-02
2752,1,5,2017-06
2753,3,5,2017-04
2754,2,4,2017-02
2755,1,5,2017-03
2756,2,4,2017-02
2756,4,2,2017-04
2757,2,5,2017-06
2758,3,5,2017-02
2759,1,5,2017-05
2760,3,5,2017-02
2761,2,4,2017-04
2762,3,5,2017-04
2763,2,5,2017-02
2764,1,4,2017-02
2765,3,5,2017-04
2766,3,5,2017-05
2767,1,5,2017-05
2768,3,5,2017-06
2769,1,5,2017-04
2770,3,5,2017-04
2771,2,5,2017-05
2772,1,5,2017-03
2773,4,5,2017-06
2774,1,5,2017-01
2775,3,5,2017-05
2776,1,5,2017-05
2777,1,5,2017-05
2778,1,5,2017-03
2779,1,4,2017-01
2780,1,5,2017-01
2781,1,3,2017-05
2782,3,4,2017-03
2783,1,5,2017-01
2784,4,5,2017-05
2785,1,5,2017-02
2786,3,5,2017-04
2787,1,5,2017-01
2787,5,4,2017-01
2788,1,5,2017-03
2789,2,5,2017-03
2790,1,5,2017-05
2791,1,5,2017-06
2792,3,5,2017-05
2793,1,5,2017-01
2794,3,5,2017-04
2795,1,4,2017-01
2796,3,5,2017-06
2797,3,5,2017-01
2798,1,5,2017-05
2799,3,5,2017-05
2800,3,5,2017-01
2801,3,5,2017-05
2802,3,5,2017-01
2803,3,5,2017-06
2804,1,5,2017-01
2805,5,3,2017-01
2805,3,5,2017-05
2806,1,4,2017-01
2807,3,5,2017-03
2808,3,4,2017-02
2808,4,3,2017-06
2809,4,5,2017-01
2810,3,5,2017-05
2811,1,5,2017-05
2812,3,1,2017-05
2812,1,3,2017-06
2813,2,5,2017-03
2814,4,5,2017-05
2815,3,5,2017-05
2816,3,5,2017-05
2817,1,5,2017-02
2818,3,5,2017-02
2819,2,4,2017-02
2820,2,4,2017-02
2821,3,5,2017-04
2822,1,5,2017-02
2823,3,5,2017-02
2824,1,5,2017-02
2825,3,5,2017-05
2826,2,4,2017-04
2827,3,5,2017-05
2828,4,3,2017-04
2829,4,1,2017-04
2830,1,5,2017-05
2831,1,5,2017-06
2832,1,5,2017-05
2833,1,5,2017-05
2834,2,5,2017-02
2835,1,5,2017-02
2836,2,3,2017-02
2837,3,5,2017-03
2838,3,5,2017-01
2839,3,5,2017-01
2840,4,1,2017-02
2841,1,5,2017-03
2842,1,5,2017-01
2843,1,5,2017-04
2844,1,5,2017-04
2845,1,5,2017-01
2846,2,5,2017-04
2847,3,5,2017-04
2848,1,5,2017-03
2849,1,5,2017-01
2850,1,5,2017-01
2851,3,5,2017-04
2852,1,5,2017-01
2853,3,4,2017-01
2853,4,5,2017-06
2854,3,4,2017-05
2855,3,5,2017-01
2856,1,5,2017-06
2857,3,5,2017-02
2858,1,5,2017-04
2859,1,5,2017-04
2860,3,5,2017-05
2861,3,5,2017-05
2862,1,4,2017-05
2863,1,5,2017-01
2864,1,5,2017-01
2865,1,4,2017-01
2866,3,5,2017-01
2867,1,5,2017-05
2868,3,4,2017-02
2869,3,5,2017-06
2870,3,5,2017-02
2871,3,5,2017-05
2872,1,5,2017-03
2872,5,1,2017-04
2873,3,5,2017-05
2874,3,5,2017-02
2875,1,5,2017-05
2876,3,5,2017-06
2877,1,5,2017-01
2878,1,5,2017-01
2879,3,5,2017-06
2880,3,5,2017-01
2881,1,5,2017-02
2882,2,4,2017-02
2882,4,5,2017-06
2883,1,5,2017-05
2884,3,5,2017-01
2885,3,4,2017-01
2886,3,5,2017-03
2887,1,4,2017-02
2888,1,5,2017-02
2889,3,5,2017-02
2890,1,5,2017-01
2891,3,5,2017-05
2892,3,5,2017-01
2893,2,5,2017-04
2894,1,5,2017-06
2895,3,5,2017-05
2896,4,5,2017-06
2897,1,5,2017-01
2898,1,5,2017-03
2899,1,5,2017-06
2900,1,5,2017-06
2901,3,5,2017-06
2902,1,5,2017-03
2903,3,5,2017-03
2904,1,5,2017-06
2905,2,5,2017-06
2906,3,4,2017-02
2907,1,4,2017-05
2908,1,5,2017-05
2909,3,5,2017-05
2910,1,5,2017-05
2911,3,5,2017-04
2912,3,5,2017-01
2913,4,5,2017-06
2914,1,5,2017-05
2915,1,5,2017-01
2916,3,5,2017-03
2917,4,5,2017-03
2918,1,5,2017-05
2919,2,5,2017-06
2920,1,4,2017-01
2921,4,5,2017-04
2922,1,5,2017-04
2923,5,3,2017-01
2924,3,5,2017-05
2925,3,5,2017-03
2926,3,5,2017-04
2927,3,5,2017-01
2928,3,5,2017-05
2929,3,1,2017-02
2930,1,5,2017-03
2931,3,4,2017-02
2932,1,4,2017-01
2933,3,5,2017-04
2934,3,5,2017-01
2935,3,5,2017-05
2936,3,5,2017-02
2936,5,3,2017-02
2936,3,5,2017-02
2937,3,5,2017-05
2938,3,5,2017-06
2939,1,5,2017-01
2940,3,2,2017-04
2941,3,5,2017-05
2942,3,4,2017-03
2943,3,5,2017-05
2944,3,5,2017-02
2945,3,5,2017-06
2946,1,5,2017-02
2947,1,5,2017-04
2948,3,5,2017-06
2949,3,5,2017-06
2950,3,4,2017-04
2951,1,5,2017-02
2952,3,5,2017-06
2953,3,5,2017-03
2954,1,4,2017-03
2955,2,5,2017-02
2956,1,5,2017-01
2957,1,5,2017-04
2958,2,4,2017-02
2959,1,5,2017-03
2960,1,5,2017-01
2961,3,5,2017-01
2962,3,5,2017-05
2963,3,5,2017-03
2964,3,5,2017-05
2965,2,5,2017-01
2966,3,5,2017-06
2967,3,5,2017-01
2968,1,4,2017-01
2969,1,5,2017-06
2970,1,5,2017-03
2971,1,5,2017-03
2972,3,5,2017-06
2973,2,5,2017-03
2974,3,4,2017-01
2975,1,5,2017-06
2976,2,5,2017-06
2977,3,5,2017-06
2978,3,4,2017-02
2979,1,5,2017-05
2980,1,5,2017-02
2981,1,5,2017-05
2982,1,5,2017-01
2983,3,5,2017-05
2984,1,5,2017-02
2985,1,5,2017-03
2986,1,5,2017-01
2987,3,5,2017-01
2988,1,5,2017-03
2989,3,5,2017-05
2990,2,4,2017-05
2991,1,5,2017-06
2992,3,5,2017-03
2993,1,4,2017-02
2994,2,5,2017-05
2995,3,5,2017-01
2996,1,5,2017-06
2997,1,5,2017-05
2998,2,5,2017-02
2999,4,5,2017-04
3000,1,5,2017-03
3001,3,5,2017-06
3002,1,5,2017-06
3003,2,5,2017-01
3004,3,5,2017-06
3005,3,5,2017-04
3006,1,4,2017-01
3007,1,5,2017-01
3008,1,5,2017-03
3009,3,5,2017-01
3010,3,5,2017-01
3011,1,5,2017-06
3012,3,5,2017-06
3013,1,5,2017-02
3014,1,5,2017-04
3015,1,5,2017-06
3016,3,5,2017-04
3017,3,5,2017-02
3018,3,4,2017-02
3019,3,5,2017-02
3020,3,1,2017-03
3020,1,5,2017-04
3021,3,5,2017-06
3022,3,5,2017-06
3023,2,1,2017-04
3024,1,3,2017-02
3025,3,5,2017-06
3026,4,5,2017-03
3027,3,5,2017-02
3028,3,5,2017-06
3029,1,5,2017-01
3030,1,5,2017-01
3031,1,5,2017-01
3032,3,5,2017-04
3033,3,5,2017-04
3034,1,5,2017-05
3035,1,5,2017-06
3036,3,4,2017-01
3037,3,5,2017-05
3038,1,5,2017-06
3039,1,5,2017-02
3040,3,5,2017-01
3041,3,5,2017-06
3042,1,5,2017-01
3043,1,5,2017-06
3044,3,5,2017-04
3045,2,4,2017-01
3046,1,5,2017-02
3047,2,5,2017-06
3048,1,5,2017-03
3049,1,5,2017-03
3050,1,5,2017-03
3051,1,5,2017-01
3052,1,3,2017-05
3053,1,5,2017-04
3054,3,5,2017-05
3055,1,5,2017-01
3056,3,5,2017-06
3057,1,5,2017-06
3058,3,5,2017-05
3059,1,5,2017-02
3060,3,5,2017-06
3062,1,5,2017-02
3063,1,5,2017-04
3064,1,5,2017-04
3065,2,4,2017-02
3066,1,4,2017-02
3067,1,4,2017-01
3067,4,5,2017-02
3068,1,5,2017-06
3069,2,5,2017-05
3070,3,5,2017-05
3071,3,5,2017-04
3072,3,5,2017-04
3073,3,5,2017-04
3074,1,3,2017-01
3075,3,5,2017-03
3076,3,5,2017-05
3077,1,5,2017-03
3078,1,5,2017-02
3078,5,3,2017-03
3079,1,5,2017-04
3080,1,5,2017-05
3081,3,5,2017-03
3082,3,5,2017-02
3083,1,5,2017-04
3084,2,5,2017-05
3085,1,5,2017-06
3086,3,5,2017-03
3087,1,5,2017-02
3088,3,5,2017-04
3089,1,5,2017-03
3090,1,4,2017-01
3091,3,5,2017-06
3092,1,5,2017-04
3093,1,4,2017-04
3095,1,4,2017-03
3096,1,5,2017-04
3097,1,5,2017-06
3098,3,5,2017-06
3099,1,5,2017-02
3100,1,5,2017-02
3101,3,5,2017-04
3102,1,5,2017-05
3103,1,5,2017-06
3104,2,4,2017-02
3105,3,5,2017-04
3106,3,5,2017-03
3107,4,3,2017-03
3108,1,5,2017-01
3109,1,5,2017-04
3110,3,5,2017-04
3111,3,5,2017-04
3112,3,5,2017-02
3113,1,5,2017-06
3114,1,5,2017-06
3115,1,5,2017-01
3116,1,5,2017-02
3117,1,5,2017-01
3118,3,5,2017-04
3119,3,5,2017-01
3120,3,5,2017-04
3121,1,5,2017-04
3122,3,5,2017-05
3123,3,5,2017-06
3124,3,5,2017-05
3125,4,5,2017-06
3126,1,5,2017-03
3127,1,4,2017-05
3128,1,4,2017-03
3129,3,5,2017-03
3130,3,4,2017-04
3131,1,5,2017-06
3132,3,5,2017-04
3133,3,5,2017-06
3134,3,5,2017-06
3135,3,5,2017-02
3136,3,5,2017-02
3137,3,4,2017-01
3138,1,4,2017-04
3139,2,5,2017-04
3140,1,5,2017-03
3141,1,5,2017-05
3142,3,5,2017-03
3143,3,5,2017-05
3144,3,5,2017-05
3145,1,5,2017-01
3146,1,4,2017-03
3147,2,5,2017-06
3148,3,5,2017-05
3149,3,5,2017-06
3150,3,5,2017-03
3151,3,4,2017-02
3152,1,5,2017-01
3153,1,5,2017-02
3154,2,4,2017-01
3155,1,4,2017-01
3156,3,5,2017-03
3156,5,3,2017-03
3157,3,5,2017-04
3158,1,4,2017-03
3158,4,5,2017-06
3159,3,5,2017-06
3160,4,5,2017-02
3161,1,5,2017-01
3161,5,4,2017-02
3162,1,5,2017-02
3163,3,5,2017-06
3164,1,5,2017-05
3165,3,5,2017-04
3166,1,5,2017-02
3167,2,5,2017-04
3168,3,5,2017-03
3169,3,5,2017-06
3170,3,5,2017-04
3171,3,5,2017-05
3172,2,5,2017-05
3173,2,5,2017-02
3174,3,5,2017-04
3175,3,4,2017-03
3176,3,5,2017-03
3177,3,5,2017-05
3178,1,5,2017-03
3179,1,4,2017-03
3180,3,5,2017-01
3181,2,5,2017-02
3182,4,5,2017-05
3183,1,5,2017-05
3184,3,5,2017-06
3185,2,5,2017-02
3186,2,5,2017-02
3187,2,5,2017-05
3188,3,5,2017-05
3189,1,4,2017-01
3190,3,5,2017-02
3191,1,4,2017-01
3192,3,5,2017-06
3193,2,5,2017-01
3194,4,5,2017-03
3195,3,4,2017-01
3196,1,5,2017-03
3197,4,2,2017-02
3198,2,5,2017-01
3199,1,4,2017-02
3200,1,4,2017-03
3201,1,4,2017-03
3202,3,5,2017-01
3203,3,4,2017-03
3204,1,4,2017-03
3205,1,5,2017-05
3206,1,5,2017-03
3207,1,5,2017-05
3208,1,5,2017-04
3209,3,5,2017-06
3210,3,4,2017-04
3211,3,5,2017-06
3212,1,5,2017-02
3213,1,5,2017-02
3214,2,5,2017-04
3216,1,5,2017-04
3217,1,4,2017-02
3218,4,5,2017-01
3218,5,1,2017-01
3219,3,5,2017-06
3220,3,5,2017-06
3221,3,5,2017-06
3222,3,5,2017-02
3223,1,5,2017-03
3224,3,5,2017-01
3225,3,5,2017-03
3226,3,5,2017-03
3227,1,5,2017-04
3228,3,5,2017-04
3229,4,5,2017-04
3230,4,5,2017-03
3231,1,5,2017-06
3232,3,5,2017-03
3233,1,4,2017-03
3234,1,5,2017-04
3235,3,5,2017-05
3236,1,5,2017-03
3237,2,4,2017-03
3238,3,5,2017-05
3239,4,5,2017-01
3240,1,5,2017-04
3241,3,5,2017-01
3242,2,5,2017-05
3243,2,5,2017-05
3244,1,4,2017-03
3245,3,5,2017-05
3246,4,3,2017-01
3247,3,5,2017-06
3248,1,5,2017-05
3249,2,4,2017-01
3249,4,5,2017-03
3250,1,5,2017-06
3251,3,4,2017-01
3252,2,5,2017-04
3253,2,5,2017-06
3254,1,5,2017-04
3255,1,5,2017-01
3256,4,5,2017-04
3257,1,5,2017-03
3258,3,5,2017-06
3259,3,5,2017-05
3260,3,5,2017-02
3261,2,4,2017-02
3262,1,5,2017-06
3263,1,5,2017-06
3265,1,5,2017-03
3266,3,5,2017-01
3267,1,5,2017-06
3268,1,5,2017-05
3269,2,5,2017-06
3270,3,5,2017-03
3271,2,5,2017-04
3272,1,5,2017-03
3273,1,5,2017-05
3274,2,5,2017-05
3275,3,5,2017-06
3276,1,5,2017-01
3277,3,4,2017-04
3278,3,4,2017-01
3278,3,4,2017-01
3278,3,4,2017-01
3278,3,4,2017-01
3278,4,5,2017-02
3278,4,5,2017-02
3278,4,5,2017-02
3278,4,5,2017-02
3279,3,5,2017-01
3280,1,5,2017-04
3281,4,5,2017-01
3282,3,5,2017-04
3283,1,5,2017-02
3284,3,5,2017-03
3285,3,5,2017-04
3286,2,5,2017-06
3287,3,5,2017-03
3288,3,5,2017-06
3289,2,5,2017-05
3290,3,4,2017-02
3291,1,5,2017-04
3292,3,5,2017-04
3293,3,5,2017-06
3294,3,5,2017-03
3295,3,5,2017-02
3296,3,5,2017-06
3297,3,4,2017-01
3298,2,5,2017-03
3299,1,5,2017-05
3300,1,5,2017-06
3301,3,5,2017-06
3302,1,5,2017-04
3303,1,5,2017-04
3304,1,5,2017-05
3305,3,5,2017-01
3306,5,3,2017-05
3306,3,5,2017-05
3307,1,5,2017-01
3307,5,4,2017-02
3308,3,5,2017-05
3309,2,4,2017-02
3310,1,5,2017-04
3311,1,5,2017-06
3312,3,5,2017-03
3313,1,5,2017-06
3314,3,5,2017-01
3315,1,5,2017-05
3316,3,5,2017-06
3317,1,5,2017-02
3318,1,5,2017-06
3319,1,4,2017-04
3320,1,5,2017-04
3321,5,3,2017-01
3322,4,5,2017-03
3323,1,4,2017-02
3324,1,5,2017-04
3325,1,5,2017-03
3326,1,5,2017-06
3327,2,5,2017-05
3328,1,4,2017-01
3329,1,5,2017-02
3330,1,4,2017-01
3331,2,4,2017-04
3332,1,4,2017-02
3333,2,5,2017-06
3334,3,5,2017-02
3335,1,5,2017-02
3336,2,4,2017-01
3336,4,2,2017-04
3337,2,5,2017-03
3338,1,4,2017-01
3339,1,4,2017-02
3340,2,5,2017-02
3341,1,5,2017-06
3342,1,5,2017-01
3343,3,4,2017-02
3344,3,5,2017-06
3345,3,5,2017-02
3346,1,5,2017-05
3347,3,5,2017-04
3348,2,5,2017-04
3349,1,3,2017-05
3350,3,5,2017-05
3351,3,5,2017-03
3352,3,5,2017-02
3353,3,5,2017-05
3354,2,5,2017-05
3355,3,5,2017-05
3356,2,5,2017-01
3356,5,2,2017-05
3357,1,5,2017-02
3358,3,5,2017-06
3359,1,5,2017-03
3360,1,5,2017-06
3361,3,5,2017-03
3362,1,4,2017-01
3363,3,5,2017-01
3364,3,5,2017-03
3365,3,5,2017-06
3366,3,5,2017-01
3367,3,5,2017-06
3368,1,5,2017-06
3369,1,5,2017-05
3370,3,5,2017-05
3371,3,4,2017-02
